0.41745 0.21783 0.37314 0.21564 0.23115 0.21641 -1.00000
0.00000 0.24982 0.00000 0.18524 0.17230 0.18216 -1.00000
0.92714 0.00346 0.92448 0.36160 0.41534 0.42995 1.00000
0.76428 0.69497 0.69924 0.17644 0.21716 0.31657 -1.00000
0.06750 0.04672 0.13821 0.20716 0.20666 0.20470 -1.00000
0.31833 0.41736 0.37467 0.20565 0.18324 0.16636 -1.00000
0.53861 0.00000 0.55158 0.27057 0.29360 0.25221 1.00000
0.11102 0.00000 0.19343 0.23001 0.25094 0.25037 1.00000
1.40660 1.20020 1.19260 0.50744 0.56243 0.49471 1.00000
2.86650 2.39410 1.45520 0.21204 0.26797 0.21931 1.00000
1.29540 2.22610 2.04430 0.28150 0.50128 0.68118 1.00000
1.09970 1.12020 1.34760 0.30991 0.28858 0.22220 1.00000
0.00000 0.71977 0.00000 0.36800 0.34494 0.34494 -1.00000
1.14480 0.32346 0.49459 0.25163 0.36139 0.25084 -1.00000
0.48521 0.23836 0.99029 0.20953 0.19999 0.17281 -1.00000
3.36620 2.71930 1.54840 0.32889 0.38722 0.40614 1.00000
0.76960 2.55750 1.53230 0.43282 0.41287 0.43405 1.00000
0.90828 0.41295 0.37718 0.49995 0.51281 0.47394 -1.00000
0.75287 0.86821 1.04200 0.19262 0.23831 0.25098 -1.00000
0.18460 0.00000 0.00000 0.47804 0.42784 0.49227 -1.00000
1.39600 1.07710 0.85897 0.39344 0.43681 0.39264 1.00000
5.02600 6.91690 1.40030 0.22388 0.28963 0.20260 -1.00000
0.25094 0.17348 0.10763 0.21788 0.22939 0.18896 -1.00000
1.26920 1.40040 1.67840 0.16233 0.25199 0.27155 1.00000
0.93762 0.82357 1.14720 0.66650 0.86330 0.82251 1.00000
0.49340 0.26685 0.03155 0.32756 0.36109 0.37410 1.00000
0.56008 0.13771 0.51808 0.26293 0.25019 0.23013 -1.00000
1.46060 1.59980 1.50860 0.32873 0.31752 0.35979 1.00000
0.62309 0.72961 0.63870 0.24040 0.24708 0.24584 -1.00000
0.46994 0.31315 0.04683 0.24239 0.25103 0.22165 -1.00000
2.00150 1.90300 1.55270 0.26794 0.24435 0.29211 1.00000
0.88186 0.00000 0.05518 0.31703 0.29545 0.34674 1.00000
0.93705 1.15280 0.94246 0.22384 0.21551 0.22352 -1.00000
3.79660 2.08380 0.00000 0.32916 0.32640 0.32968 1.00000
0.86778 0.91057 1.12330 0.61601 0.79295 0.78404 1.00000
0.55960 0.40368 0.40704 0.27039 0.27851 0.28044 -1.00000
3.79740 4.20660 5.48790 0.12108 0.14779 0.29565 1.00000
0.57489 0.00000 0.65460 0.31598 0.31114 0.25751 1.00000
1.76250 1.98160 3.33110 0.15875 0.16630 0.24117 1.00000
0.73450 0.00000 0.00000 0.37394 0.37944 0.39227 1.00000
0.00000 0.27468 0.00000 0.45526 0.49368 0.46469 -1.00000
0.40484 0.24837 0.37608 0.33599 0.32987 0.33321 -1.00000
3.99790 3.67500 3.73880 0.22270 0.24692 0.25768 -1.00000
1.18440 0.00000 1.18770 0.13694 0.15220 0.15784 -1.00000
2.55750 1.53230 2.95790 0.41287 0.43405 0.35392 1.00000
0.00514 0.87110 0.00283 0.35545 0.35155 0.34916 1.00000
0.23509 0.34739 0.42280 0.11128 0.12522 0.14687 -1.00000
4.46740 4.61750 4.38680 0.47869 0.48506 0.44734 1.00000
16.30000 17.57760 1.23920 0.23721 0.21268 0.12834 1.00000
1.10470 1.86810 2.20120 0.53258 0.56813 0.57837 1.00000
1.17830 1.17030 0.78411 0.37616 0.40367 0.49722 1.00000
0.99464 1.05580 0.82286 0.14848 0.15610 0.16692 -1.00000
1.35290 1.41590 1.30570 0.24251 0.25946 0.22143 1.00000
0.53099 0.20890 1.54180 0.31921 0.31565 0.32495 -1.00000
0.25464 0.51054 0.44234 0.15030 0.14617 0.15559 -1.00000
